Time [msec],x [m],y [m],z [m],Red,Green,Blue
184250,4,0,0,255,255,255
184500,4,0,0,255,255,255
184750,4,0,0,255,255,255
185000,4,0,0,255,255,255
185250,4,0,0,255,255,255
185500,4,0,0,255,255,255
185750,4,0,0,255,255,255
186000,4,0,0,255,255,255
186250,4,0,0,255,255,255
186500,4,0,0,255,255,255
186750,4,0,0,255,255,255
187000,4,0,0,255,255,255
187250,4,0,0,255,255,255
187500,4,0,0,255,255,255
187750,4,0,0,255,255,255
188000,4,0,0,255,255,255
188250,4,0,0,255,255,255
188500,4,0,0,255,255,255
188750,4,0,0,255,255,255
189000,4,0,0,255,255,255
189250,4,0,0,255,255,255
189500,4,0,0,255,255,255
189750,4,0,0,255,255,255
190000,4,0,0,255,255,255
190250,4,0,0,255,255,255
190500,4,0,0,255,255,255
190750,4,0,0,255,255,255
191000,4,0,0,255,255,255
191250,4,0,0,255,255,255
191500,4,0,0,255,255,255
191750,4,0,0,255,255,255
192000,4,0,0,255,255,255
192250,4,0,0,255,255,255
192500,4,0,0,255,255,255
192750,4,0,0,255,255,255
193000,4,0,0,255,255,255
193250,4,0,0,255,255,255
193500,4,0,0,255,255,255
193750,4,0,0,255,255,255
194000,4,0,0,255,255,255
194250,4,0,0,255,255,255
194500,4,0,0,255,255,255
194750,4,0,0,255,255,255
195000,4,0,0,255,255,255
195250,4,0,0,255,255,255
195500,4,0,0,255,255,255
195750,4,0,0,255,255,255
196000,4,0,0,255,255,255
196250,4,0,0,255,255,255
196500,4,0,0,255,255,255
196750,4,0,0,255,255,255
197000,4,0,0,255,255,255
197250,4,0,0,255,255,255
197500,4,0,0,255,255,255
197750,4,0,0,255,255,255
198000,4,0,0,255,255,255
198250,4,0,0,255,255,255
198500,4,0,0,255,255,255
198750,4,0,0,255,255,255
199000,4,0,0,255,255,255
199250,4,0,0,255,255,255
199500,4,0,0,255,255,255
199750,4,0,0,255,255,255
200000,4,0,0,255,255,255
200250,4,0,0,255,255,255
200500,4,0,0,255,255,255
200750,4,0,0,255,255,255
201000,4,0,0,255,255,255
201250,4,0,0,255,255,255
201500,4,0,0,255,255,255
201750,4,0,0,255,255,255
202000,4,0,0,255,255,255
202250,4,0,0,255,255,255
202500,4,0,0,255,255,255
202750,4,0,0,255,255,255
203000,4,0,0,255,255,255
203250,4,0,0,255,255,255
203500,4,0,0,255,255,255
203750,4,0,0,255,255,255
204000,4,0,0,255,255,255
204250,4,0,0,255,255,255
204500,4,0,0,255,255,255
204750,4,0,0,255,255,255
